game_id,platform_id
463880,3
464360,3
464490,3
464500,3
465020,3
465100,1
465100,2
465100,3
465200,1
465200,2
465200,3
465750,3
466130,3
466170,1
466170,2
466170,3
466560,1
466560,2
466560,3
466980,1
466980,2
466980,3
469600,2
469600,3
471770,1
471770,2
471770,3
471810,2
471810,3
473750,3
474210,1
474210,2
474210,3
475550,1
475550,2
475550,3
477160,2
477160,3
477910,3
481600,3
481870,3
484830,1
484830,2
484830,3
485360,3
485510,3
485610,2
485610,3
485620,3
485630,3
488730,3
489520,2
489520,3
490080,1
490080,2
490080,3
490110,3
491220,2
491220,3
491540,3
492720,1
492720,2
492720,3
493320,3
493540,1
493540,2
493540,3
493790,3
493900,1
493900,2
493900,3
494730,3
494790,3
495280,1
495280,2
495280,3
496300,1
496300,2
496300,3
496380,3
496520,1
496520,2
496520,3
496810,3
497720,1
497720,2
497720,3
497870,3
499180,2
499180,3
499660,3
499910,1
499910,2
499910,3
501080,3
501300,3
501790,1
501790,2
501790,3
502280,3
502320,2
502320,3
502460,3
502720,3
503650,3
503940,1
503940,3
503960,3
504110,3
504130,1
504130,2
504130,3
504800,2
504800,3
505230,3
505740,3
506260,3
508200,3
508440,2
508440,3
508840,3
509920,3
510540,2
510540,3
512460,1
512460,3
512900,1
512900,2
512900,3
514580,3
515010,3
515260,1
515260,2
515260,3
515650,3
516040,3
516600,1
516600,2
516600,3
517330,3
517710,3
521090,3
521340,1
521340,2
521340,3
521450,3
521630,2
521630,3
521650,3
521660,3
521670,3
521680,3
521690,3
521700,3
521710,3
521720,3
521730,3
521740,3
521750,3
521760,3
521890,3
522070,1
522070,3
522210,1
522210,2
522210,3
522880,3
523650,2
523650,3
523900,3
524580,3
525700,3
526160,3
526870,3
527230,1
527230,2
527230,3
527280,3
527710,3
528160,3
528740,2
528740,3
529340,1
529340,2
529340,3
529660,3
530930,3
531660,3
532030,1
532030,2
532030,3
532190,1
532190,2
532190,3
532890,3
534290,3
534380,3
534550,3
535240,3
536220,3
536420,3
537800,1
537800,2
537800,3
538030,3
538840,1
538840,2
538840,3
539400,1
539400,2
539400,3
539470,3
540150,3
540230,3
540250,3
541210,2
541210,3
541300,3
544330,3
544800,3
544870,3
544990,3
545000,3
545010,3
545540,1
545540,2
545540,3
547870,3
547880,2
547880,3
548430,3
548840,3
549860,1
549860,2
549860,3
550470,3
551580,1
551580,3
551620,3
551730,3
552570,3
552580,3
552620,1
552620,2
552620,3
552910,3
552920,2
552920,3
552990,3
553340,1
553340,2
553340,3
555370,3
555410,3
557040,1
557040,2
557040,3
557600,2
557600,3
557630,3
557700,1
557700,2
557700,3
559650,3
559870,2
559870,3
560050,3
562350,1
562350,2
562350,3
562620,3
563360,3
563560,3
564700,3
564810,2
564810,3
565390,2
565390,3
565760,3
567340,3
567630,3
567800,1
567800,2
567800,3
568560,3
568670,3
568780,3
568930,3
569610,3
570110,3
570950,3
570970,3
571530,3
573090,2
573090,3
573410,1
573410,2
573410,3
574720,2
574720,3
575050,2
575050,3
576400,2
576400,3
576430,3
577530,3
577710,2
577710,3
577740,3
578080,3
578890,3
579020,3
579180,3
581320,3
581630,3
582010,3
582500,2
582500,3
582660,3
585090,3
585420,3
585450,3
585690,3
586030,3
588430,3
589530,3
589860,1
589860,2
589860,3
590830,3
592060,3
593600,3
593960,3
594000,3
594030,3
594650,3
595130,3
595140,1
595140,2
595140,3
595740,3
595930,1
595930,2
595930,3
597040,3
597180,1
597180,2
597180,3
597230,3
597700,1
597700,2
597700,3
597760,1
597760,2
597760,3
597810,3
598730,3
598980,3
598990,1
598990,2
598990,3
599000,3
599140,1
599140,2
599140,3
600510,1
600510,3
601050,3
602320,1
602320,2
602320,3
602790,3
602920,3
602960,1
602960,2
602960,3
604040,3
604170,3
604240,1
604240,2
604240,3
604780,3
605740,2
605740,3
605980,3
606510,3
606520,3
606730,3
606870,3
606960,3
607020,3
607030,3
607040,3
607050,3
609110,3
609320,2
609320,3
609920,3
610190,3
610570,3
612300,3
612370,1
612370,2
612370,3
612520,3
612540,3
613100,2
613100,3
613120,3
614950,1
614950,2
614950,3
615010,1
615010,2
615010,3
615610,1
615610,2
615610,3
615680,3
615690,3
615700,3
616040,2
616040,3
617590,3
618140,3
618330,3
618370,2
618370,3
618750,3
618760,3
619150,1
619150,2
619150,3
619500,3
619820,3
620640,2
620640,3
622220,3
622370,2
622370,3
622510,3
622630,3
622650,3
622770,2
622770,3
624690,1
624690,2
624690,3
625960,1
625960,3
626250,3
627350,3
627690,2
627690,3
628020,3
628030,3
628040,3
628050,3
628060,3
628070,3
628080,3
628090,3
628110,3
628120,3
628130,3
628140,3
628150,3
628160,3
628170,3
628180,3
628750,3
628800,3
628890,3
629220,1
629220,3
629760,3
632350,3
633080,3
633230,3
633460,1
633460,2
633460,3
634150,3
635200,2
635200,3
635260,3
635700,1
635700,2
635700,3
635850,2
635850,3
636070,1
636070,2
636070,3
636570,3
636720,3
636790,3
638130,3
638230,3
638740,3
640160,3
640290,3
640700,3
640890,3
641910,3
642560,1
642560,2
642560,3
643370,3
644860,3
644870,3
645320,3
645630,2
645630,3
645820,3
648120,2
648120,3
648350,3
648750,2
648750,3
649810,3
649950,3
649970,3
650330,1
650330,2
650330,3
651490,1
651490,2
651490,3
651500,3
652360,1
652360,2
652360,3
652410,3
653100,3
654100,3
654550,3
654660,3
655740,1
655740,2
655740,3
655760,3
656510,1
656510,2
656510,3
656540,3
656570,3
656590,1
656590,2
656590,3
656630,3
656800,1
656800,3
657240,3
657500,2
657500,3
658260,3
658480,3
658530,3
658550,3
658850,1
658850,2
658850,3
659220,1
659220,3
659300,2
659300,3
660890,3
661230,1
661230,3
661680,1
661680,2
661680,3
662000,1
662000,3
662200,1
662200,2
662200,3
663690,1
663690,3
663950,3
665310,3
665440,3
665590,1
665590,2
665590,3
665960,3
666140,2
666140,3
666150,3
666240,3
666960,3
667300,3
667610,3
667970,3
668630,3
669330,3
670850,3
671390,1
671390,2
671390,3
671470,3
671860,3
671970,3
672680,2
672680,3
672710,3
672730,3
672890,3
673010,3
673600,3
673850,3
674020,3
674140,2
674140,3
674750,3
674930,1
674930,2
674930,3
674940,2
674940,3
675010,3
675530,1
675530,2
675530,3
675950,3
676430,1
676430,2
676430,3
676630,1
676630,2
676630,3
676680,3
677160,2
677160,3
678890,3
678900,3
679660,3
680590,2
680590,3
681640,3
681980,3
682990,3
683770,3
684000,3
685400,3
686500,2
686500,3
686760,1
686760,2
686760,3
686810,3
687800,1
687800,2
687800,3
688260,3
689760,3
689900,1
689900,2
689900,3
690320,1
690320,2
690320,3
690350,3
690640,3
690790,3
691260,3
691690,1
691690,2
691690,3
692200,3
692590,3
692850,3
694370,3
694980,3
694990,1
694990,3
695570,3
695600,3
696150,3
696370,3
697450,3
697650,1
697650,2
697650,3
699170,1
699170,2
699170,3
699180,3
699240,3
699850,3
699860,3
700330,3
701290,3
702050,3
702130,3
702670,2
702670,3
702680,3
703080,3
703680,3
704190,3
704690,2
704690,3
704850,2
704850,3
704950,3
705240,3
707710,3
707950,3
709190,3
710230,3
710600,3
710700,3
711150,3
711540,2
711540,3
711570,3
711660,2
711660,3
712530,3
714640,3
714980,1
714980,2
714980,3
715010,1
715010,2
715010,3
715270,3
715280,2
715280,3
715680,2
715680,3
716870,3
718190,3
718590,3
718650,2
718650,3
718840,3
719100,3
720620,2
720620,3
721030,3
722010,3
722020,3
723890,3
724310,3
725660,3
725680,3
725780,1
725780,2
725780,3
726020,1
726020,2
726020,3
726390,3
726950,3
726980,3
727320,3
727340,3
727690,3
728670,3
728830,3
728880,1
728880,2
728880,3
729640,1
729640,2
729640,3
729720,3
730310,3
730390,3
730450,3
730620,3
730840,2
730840,3
730870,2
730870,3
731040,3
731650,1
731650,3
731720,3
733110,3
733300,3
733340,3
733460,3
733820,3
736840,3
738520,3
738580,3
738590,3
739720,3
740080,1
740080,2
740080,3
740240,3
740410,2
740410,3
740550,3
741110,2
741110,3
741120,3
741510,3
743100,3
744060,3
744200,1
744200,2
744200,3
745920,3
746020,1
746020,2
746020,3
746140,3
746210,3
746530,3
746850,3
747610,3
748940,3
748970,2
748970,3
749050,3
749340,3
749860,3
749960,3
750020,3
750130,3
753540,1
753540,2
753540,3
753640,3
753660,3
753670,3
754120,3
754310,3
754890,2
754890,3
755600,3
756600,3
757320,3
757820,3
757940,3
758570,3
758870,3
758930,3
759860,3
760060,3
760390,3
760410,3
760640,2
760640,3
760650,3
760890,3
760930,3
761350,2
761350,3
761460,1
761460,2
761460,3
761620,1
761620,2
761620,3
761670,3
761890,1
761890,2
761890,3
762000,3
762830,2
762830,3
762840,3
762980,3
763030,1
763030,2
763030,3
763180,1
763180,2
763180,3
763310,1
763310,3
763970,3
764010,3
764180,3
764560,3
764790,3
765810,2
765810,3
765840,3
765850,3
765860,3
765870,2
765870,3
765890,3
765900,3
765910,3
767390,3
767560,3
767930,3
768200,3
768520,3
768800,3
769550,1
769550,2
769550,3
769920,3
769950,3
770100,1
770100,2
770100,3
770200,1
770200,2
770200,3
770810,2
770810,3
771120,3
771470,2
771470,3
771700,3
771800,3
771870,3
772480,1
772480,2
772480,3
773370,3
773790,3
774181,1
774181,2
774181,3
774201,3
774321,1
774321,2
774321,3
774511,3
774791,3
776540,3
778400,3
778840,2
778840,3
780030,2
780030,3
780130,1
780130,2
780130,3
780670,2
780670,3
781030,3
781130,1
781130,3
781450,3
781660,3
782260,1
782260,3
782670,1
782670,2
782670,3
783170,3
783550,1
783550,2
783550,3
784150,3
786410,3
786770,3
787250,3
787460,3
787790,3
787810,3
788100,3
788420,2
788420,3
789160,3
789660,3
789890,3
789940,1
789940,3
790600,2
790600,3
790710,3
790740,2
790740,3
790860,3
791330,3
791770,3
792290,3
792860,3
793130,3
793670,1
793670,3
794540,2
794540,3
794800,3
795510,3
795760,3
796460,2
796460,3
796510,3
796620,3
798590,3
798680,3
799500,3
799600,3
800120,3
801550,3
801890,3
802120,3
802300,3
802310,3
802320,3
802330,3
802340,3
803130,3
803980,3
805270,3
805550,3
806470,3
806850,3
806900,2
806900,3
808880,3
809140,2
809140,3
809230,2
809230,3
810040,3
811320,1
811320,2
811320,3
811550,3
812040,1
812040,3
812070,3
813540,2
813540,3
813780,3
813820,3
814330,3
814360,3
815200,3
815370,3
815950,3
816350,1
816350,2
816350,3
817020,3
817680,3
817800,3
818410,3
818520,3
819650,3
821250,3
821380,3
821400,1
821400,2
821400,3
822610,1
822610,3
822640,3
822710,3
823130,3
823550,2
823550,3
823910,3
824000,3
824270,3
824720,3
824830,3
825060,1
825060,2
825060,3
825300,1
825300,2
825300,3
825550,1
825550,2
825550,3
825580,3
826540,3
826600,3
827330,3
827420,3
827610,1
827610,3
828070,3
828240,3
828470,3
828570,3
828910,3
829590,3
831120,3
831560,3
831770,3
832500,1
832500,2
832500,3
832770,1
832770,2
832770,3
834530,3
834930,3
835570,3
835640,2
835640,3
836850,3
837440,3
838380,3
838410,1
838410,2
838410,3
839420,3
839930,3
840390,1
840390,2
840390,3
840730,3
840890,3
840930,1
840930,2
840930,3
840940,3
841190,3
841440,3
841470,3
841600,1
841600,2
841600,3
842980,2
842980,3
843200,3
843250,3
843380,2
843380,3
843430,1
843430,2
843430,3
843440,1
843440,2
843440,3
844160,3
844350,3
844380,3
844870,3
845030,3
845050,3
845230,3
846470,3
846770,2
846770,3
846800,3
846870,3
848410,3
848450,2
848450,3
849070,3
849100,3
849220,3
849280,3
850190,3
850940,2
850940,3
851180,3
851850,3
852220,3
852480,1
852480,2
852480,3
852500,3
852910,3
853050,3
853310,3
853580,3
853860,3
855530,2
855530,3
855970,3
857510,3
858210,2
858210,3
858630,3
858760,1
858760,2
858760,3
858810,2
858810,3
858940,3
859350,3
859440,3
859570,3
860020,3
860510,3
861330,3
861520,1
861520,2
861520,3
861710,3
862440,3
862570,1
862570,2
862570,3
862740,3
864130,1
864130,2
864130,3
864170,3
864570,3
865040,1
865040,2
865040,3
865090,3
865360,2
865360,3
866010,1
866010,2
866010,3
866140,3
866800,3
867120,3
867150,3
867210,2
867210,3
868080,2
868080,3
868150,3
868520,3
868930,3
871280,3
872380,3
872410,3
872570,3
872670,3
873220,3
874010,3
874390,1
874390,2
874390,3
875660,3
876160,3
878440,3
879110,3
879510,1
879510,2
879510,3
879670,3
880130,3
880510,3
881040,3
881060,3
881320,3
881420,2
881420,3
882250,3
882410,1
882410,2
882410,3
883230,3
883330,3
884320,3
884660,1
884660,3
884670,2
884670,3
885000,3
885790,2
885790,3
886040,3
886060,3
886200,1
886200,3
886250,3
886820,3
887340,3
887420,1
887420,3
887530,3
887570,3
887820,3
887880,3
888070,3
888570,3
889260,3
890130,1
890130,2
890130,3
890400,3
891350,3
891470,3
892760,3
892880,3
892970,1
892970,2
892970,3
893010,3
893020,3
893330,3
893500,3
893680,3
893720,3
893850,1
893850,2
893850,3
894620,3
895060,3
895160,3
895400,3
895620,2
895620,3
896400,3
896410,3
896440,3
897330,1
897330,2
897330,3
897440,3
897450,3
897630,3
897640,3
897690,3
897820,1
897820,2
897820,3
898780,3
898890,3
899200,3
899770,3
903740,3
904510,3
904850,3
905390,1
905390,3
905530,3
906050,3
906470,2
906470,3
906880,3
906930,3
907210,3
907590,3
907650,3
908060,3
908200,3
908360,3
908480,2
908480,3
909010,1
909010,2
909010,3
909470,3
909580,3
909670,3
910630,1
910630,2
910630,3
910700,3
911430,3
912840,1
912840,2
912840,3
913740,2
913740,3
914140,3
914210,1
914210,2
914210,3
915320,3
916140,3
916730,3
917680,1
917680,2
917680,3
917820,1
917820,3
917850,1
917850,2
917850,3
917940,3
917950,3
918570,3
920460,3
920780,3
921530,1
921530,2
921530,3
922490,3
923020,3
923130,1
923130,2
923130,3
923260,2
923260,3
924070,3
924100,3
924390,3
924750,3
924970,3
925300,2
925300,3
925500,3
925600,3
928000,3
928610,3
928840,3
928940,3
929120,3
931450,3
932300,2
932300,3
933160,3
933820,3
934260,3
934480,3
934700,3
936160,3
936180,3
936190,3
936650,3
937280,1
937280,2
937280,3
938380,3
938560,2
938560,3
939850,3
939870,1
939870,3
940310,3
940710,3
941460,1
941460,2
941460,3
941650,3
941790,3
942200,3
943270,3
943370,3
943410,1
943410,2
943410,3
944110,3
946550,3
946720,2
946720,3
946770,3
946880,3
947300,3
948640,3
948880,3
949030,3
949480,2
949480,3
949790,1
949790,2
949790,3
949840,3
951010,3
951750,3
951830,3
951940,1
951940,2
951940,3
952420,1
952420,2
952420,3
953060,1
953060,2
953060,3
953280,3
953870,1
953870,2
953870,3
954010,1
954010,3
955010,3
955860,3
955870,3
956030,2
956030,3
956310,3
956430,1
956430,3
956600,1
956600,2
956600,3
956820,3
957660,3
957950,3
957960,2
957960,3
959520,3
959880,3
959890,3
960820,3
961200,3
962810,3
963280,1
963280,2
963280,3
963880,3
964090,3
964620,3
965670,3
966010,3
966190,3
966260,3
966330,3
967410,3
968530,1
968530,2
968530,3
968550,1
968550,2
968550,3
968770,3
968790,3
968970,3
969330,1
969330,2
969330,3
969700,3
969760,3
970940,3
971700,3
973070,3
973230,3
974010,3
974910,1
974910,3
976590,3
976700,3
976890,3
976900,3
977110,3
977300,3
977510,3
977880,2
977880,3
977900,3
977950,1
977950,2
977950,3
978250,2
978250,3
978280,3
978450,3
978520,1
978520,2
978520,3
978780,3
979120,3
979400,3
979690,3
979920,2
979920,3
980490,3
981260,3
981770,3
982270,3
982290,2
982290,3
983140,2
983140,3
983280,3
983670,3
983680,3
983970,3
984790,3
985280,3
985400,3
985430,3
985530,3
985890,1
985890,2
985890,3
985900,3
986020,3
986040,3
986130,3
986350,3
986790,3
986990,3
987140,2
987140,3
987150,3
988910,3
990050,3
990360,3
990410,3
991170,3
991270,3
991280,2
991280,3
991810,3
991960,3
992730,3
992910,3
993030,3
993630,3
994040,1
994040,2
994040,3
995680,3
995990,3
996370,1
996370,2
996370,3
996770,3
997010,3
998400,3
998930,3
999640,3
1000010,3
1000030,2
1000030,3
1000080,2
1000080,3
1000360,3
1000470,3
1000770,2
1000770,3
1000900,2
1000900,3
1001270,3
1001800,3
1001860,3
1001880,3
1001930,1
1001930,3
1002000,3
1002260,1
1002260,3
1003090,2
1003090,3
1003230,3
1003890,2
1003890,3
1004490,3
1005180,2
1005180,3
1005310,1
1005310,2
1005310,3
1005460,3
1006450,3
1006460,3
1006880,3
1007730,3
1008610,3
1008680,3
1008860,1
1008860,2
1008860,3
1010040,3
1010230,3
1011590,3
1011850,3
1011940,3
1012030,3
1012160,2
1012160,3
1012790,3
1012830,3
1012840,3
1012860,3
1013320,1
1013320,2
1013320,3
1013870,3
1014260,1
1014260,3
1015130,3
1015710,3
1015720,3
1015730,3
1015750,3
1015770,3
1015790,3
1015800,3
1015920,2
1015920,3
1016180,3
1016360,3
1016600,2
1016600,3
1016700,1
1016700,2
1016700,3
1016770,1
1016770,2
1016770,3
1016920,1
1016920,2
1016920,3
1016960,3
1017350,3
1018130,3
1018850,2
1018850,3
1019450,3
1020590,3
1021070,3
1021210,1
1021210,2
1021210,3
1021260,3
1021770,3
1022980,3
1023060,3
1023310,3
1023390,3
1024480,3
1024650,3
1025410,3
1025510,3
1025520,3
1025540,3
1025550,3
1025560,2
1025560,3
1028320,3
1028350,2
1028350,3
1028380,3
1028460,3
1028510,3
1028730,3
1029340,3
1029780,3
1029920,3
1030210,3
1030530,3
1030780,3
1030830,3
1030840,3
1031080,3
1031120,3
1031140,2
1031140,3
1031170,1
1031170,2
1031170,3
1031210,3
1031220,3
1031230,3
1031460,1
1031460,2
1031460,3
1031730,3
1032280,3
1032590,3
1032740,3
1033700,3
1033780,3
1033950,1
1033950,3
1034280,3
1034590,3
1035120,3
1035320,2
1035320,3
1035600,3
1035920,3
1035990,3
1036370,3
1036440,3
1036600,3
1036890,3
1037460,3
1037590,3
1037910,2
1037910,3
1038280,1
1038280,2
1038280,3
1038370,3
1038830,3
1039100,1
1039100,3
1039370,3
