game_id,genre_id
423880,2
423890,10
423890,8
423890,9
423890,3
423890,2
423890,12
424250,6
424250,10
424250,8
424250,3
424280,1
424280,10
424280,2
424370,1
424370,6
424370,10
424370,8
424840,6
424870,6
424870,5
424870,10
424870,8
424870,3
425240,1
425240,10
427490,10
427490,8
427490,3
427520,5
427520,10
427520,9
427520,3
428080,1
428080,10
428080,11
428100,1
428100,6
428100,5
428100,10
428100,8
428100,3
429300,5
429300,10
429300,9
429300,2
429470,6
429470,10
429570,6
430290,1
431170,5
431450,1
431450,10
431520,10
431520,8
431520,3
431700,10
431700,8
431700,3
431710,6
431710,10
431950,10
431950,8
431950,3
432380,8
432380,3
433220,1
433220,6
433220,12
433700,5
433700,10
433700,3
433950,1
433950,5
433950,10
434340,5
434340,10
434680,5
434680,10
434920,6
434920,5
434920,10
434920,8
435530,1
435530,6
435530,10
435790,1
435790,10
435800,1
435800,10
436270,3
436390,1
436390,10
437900,5
437900,10
437900,11
437920,5
437920,10
438100,6
438100,5
438100,7
438100,9
438100,11
438100,2
438100,12
438660,11
439250,6
439250,10
440420,6
440420,5
440650,10
440650,9
440650,3
440900,1
440900,6
440900,7
440900,8
440900,9
440900,3
441440,10
441440,8
443110,1
443110,7
443110,9
443110,3
443110,2
444140,6
444140,5
444200,1
444200,7
444200,9
444200,3
444200,2
445000,1
445000,5
445000,10
445040,6
445040,10
445040,8
445420,5
445420,10
445420,8
445430,8
445430,3
445980,1
445980,6
445980,10
446020,6
446020,10
446020,9
446620,1
446640,6
446640,10
447530,6
447530,10
447530,9
448560,10
448840,5
448840,10
448840,11
449460,3
449530,1
449530,6
449530,5
449530,10
449530,8
449530,9
449530,3
449710,10
449710,9
449710,3
449800,1
450290,3
450860,1
450860,6
450860,5
450860,10
450860,9
451340,10
451340,9
451600,1
451600,6
451780,8
451780,3
451840,1
451840,10
451840,3
451920,1
451920,6
451920,10
451920,8
451920,3
452420,1
452440,5
454120,1
454120,7
454120,9
454120,12
454220,6
454220,10
454220,9
454250,6
454250,5
454250,10
456780,4
456780,9
456780,11
457140,10
457140,9
458420,6
458420,5
458420,10
458420,8
458420,3
458430,1
458430,6
458430,10
459080,10
459080,8
459090,10
459090,8
459640,6
459640,5
459640,10
459640,8
459640,9
459640,3
459820,5
459820,10
459820,2
460120,8
460120,3
460160,6
460160,5
460960,6
460960,10
460960,8
461340,6
461340,5
461340,10
461340,8
461340,3
461350,6
461350,5
461350,10
461350,8
461350,9
461350,3
461360,1
461360,6
461360,10
461360,8
461360,3
461370,6
461370,5
461370,10
461370,8
461370,9
461370,3
461380,6
461380,5
461380,10
461380,8
461840,5
461840,10
462770,1
462770,10
462770,8
462960,6
462960,5
462960,10
463170,6
463170,8
463170,9
463170,3
463530,9
463530,3
463730,6
463730,10
463880,6
463880,5
463880,10
463880,8
464360,1
464360,6
464360,10
464360,9
464490,6
464490,5
464500,6
464500,5
465020,1
465020,10
465020,8
465100,6
465100,5
465100,10
465200,1
465200,6
465200,10
465200,8
465750,3
466130,1
466130,6
466130,10
466170,5
466170,10
466170,9
466170,3
466170,2
466560,6
466560,10
466560,9
466560,3
466980,1
466980,5
466980,10
466980,4
469600,5
469600,10
469600,3
471770,1
471770,6
471770,10
471810,5
471810,10
473750,5
473750,10
473750,7
473750,8
473750,9
473750,3
473750,2
474210,1
474210,6
474210,10
475550,6
475550,10
475550,3
477160,6
477160,5
477160,10
477160,9
477910,1
477910,6
477910,5
477910,10
481600,6
481600,5
481600,10
481600,8
481870,5
481870,10
481870,3
484830,1
484830,6
484830,5
484830,10
485360,1
485360,6
485360,10
485360,8
485360,9
485360,3
485510,1
485510,8
485610,11
485620,5
485620,10
485620,3
485630,5
485630,10
485630,3
488730,1
488730,10
489520,1
489520,6
489520,10
489520,8
489520,3
489520,2
490080,10
490080,8
490080,3
490110,1
490110,10
490110,9
491220,6
491220,10
491540,9
491540,12
492720,9
492720,3
493320,1
493540,1
493540,6
493540,5
493540,10
493790,10
493790,11
493900,9
493900,3
494730,9
494730,3
494790,10
495280,8
496300,10
496300,9
496300,3
496380,5
496380,10
496380,9
496520,10
496520,12
496810,1
497720,9
497870,1
497870,10
499180,1
499180,6
499180,10
499660,1
499660,10
499660,9
499660,3
499910,6
499910,10
501080,9
501300,6
501300,10
501790,6
501790,10
502280,1
502320,1
502320,5
502320,10
502460,9
502460,3
502720,1
502720,6
502720,10
502720,8
502720,9
503650,6
503650,10
503940,9
503940,3
503960,5
503960,10
503960,3
504110,6
504110,8
504130,6
504130,10
504800,6
504800,10
504800,8
505230,6
505230,10
505230,8
505740,1
505740,3
506260,1
506260,8
508200,5
508200,10
508200,3
508440,10
508440,9
508440,3
508840,1
508840,10
509920,6
509920,10
510540,6
510540,10
510540,8
512460,1
512460,6
512460,5
512460,10
512460,9
512460,12
512900,1
512900,6
512900,10
512900,8
514580,1
514580,5
514580,10
515010,1
515010,10
515010,3
515260,5
515260,9
515650,1
515650,10
516040,10
516040,3
516600,10
517330,1
517330,5
517330,10
517710,4
521090,5
521090,9
521090,3
521340,5
521340,10
521450,10
521630,1
521630,5
521630,10
521650,3
521660,3
521670,3
521680,3
521690,3
521700,3
521710,3
521720,8
521730,3
521740,3
521750,3
521760,8
521890,6
521890,10
521890,3
522070,1
522070,6
522070,9
522210,1
522210,10
522880,6
523650,6
523650,10
523900,6
523900,5
523900,10
523900,8
524580,6
524580,8
525700,9
526160,1
526160,6
526160,10
526160,8
526160,9
526870,6
526870,10
526870,9
526870,3
527230,6
527230,10
527230,8
527230,3
527280,8
527710,1
527710,6
527710,10
527710,8
528160,1
528740,7
528740,9
528740,3
528740,2
529340,9
529340,3
529660,1
529660,6
529660,10
530930,1
530930,10
530930,8
531660,1
531660,8
531660,12
532030,1
532030,6
532030,5
532030,10
532030,9
532190,10
532190,11
532890,3
534290,1
534290,6
534290,10
534380,1
534380,6
534380,8
534550,1
534550,6
534550,10
535240,1
535240,5
535240,10
535240,12
536220,6
536420,6
536420,5
536420,10
536420,8
536420,3
537800,9
537800,3
538030,8
538030,9
538030,3
538030,12
538840,1
538840,6
538840,5
538840,10
538840,9
538840,11
539400,1
539400,6
539400,10
539470,1
539470,10
539470,9
539470,3
540150,3
540230,3
540250,3
541210,10
541210,9
541210,3
541300,1
541300,6
541300,10
541300,7
541300,9
541300,12
544330,6
544330,5
544330,10
544800,1
544870,6
544870,5
544870,10
544870,8
544870,3
544990,3
545000,3
545010,3
545540,6
545540,5
545540,10
545540,9
547870,1
547870,6
547870,5
547870,10
547870,2
547880,1
547880,10
547880,3
548430,1
548840,6
548840,3
549860,6
549860,5
549860,10
549860,9
550470,1
550470,6
550470,7
550470,8
550470,2
551580,1
551580,5
551580,10
551620,6
551620,10
551620,8
551620,9
551620,3
551620,12
551730,1
552570,6
552570,5
552570,10
552570,8
552580,6
552580,5
552580,10
552580,8
552580,3
552620,8
552910,3
552920,10
552920,7
552920,4
552920,9
552920,11
552990,1
552990,7
552990,9
552990,2
553340,5
553340,10
555370,3
555410,6
555410,5
555410,10
555410,8
555410,3
557040,1
557040,10
557600,6
557600,5
557600,10
557630,6
557630,10
557630,8
557700,6
557700,10
557700,8
559650,1
559650,5
559650,10
559870,1
559870,10
559870,4
560050,1
560050,10
562350,6
562350,5
562350,10
562620,1
562620,6
562620,10
563360,5
563360,10
563360,8
563360,9
563360,3
563360,12
563560,1
563560,2
564700,6
564700,5
564700,10
564810,1
564810,6
564810,10
565390,10
565390,4
565390,11
565760,1
565760,6
565760,10
567340,6
567340,5
567340,10
567340,8
567340,3
567630,1
567630,7
567630,3
567630,2
567800,5
567800,10
567800,3
568560,5
568670,1
568670,8
568670,12
568780,10
568780,9
568780,3
568930,6
568930,10
569610,1
569610,6
569610,5
569610,10
570110,1
570110,6
570110,10
570110,8
570950,1
570950,6
570950,5
570950,10
570950,8
570970,1
570970,5
570970,10
571530,1
571530,8
573090,9
573410,10
573410,9
573410,3
574720,9
574720,3
575050,1
575050,6
575050,10
576400,5
576400,10
576430,1
576430,10
576430,7
576430,8
576430,9
576430,2
577530,1
577530,6
577530,10
577710,7
577710,8
577710,3
577710,2
577740,6
577740,5
577740,10
578080,1
578080,6
578080,7
578080,2
578890,6
578890,5
578890,10
578890,8
578890,3
579020,9
579020,3
579180,1
579180,8
581320,1
581630,1
581630,5
582010,1
582500,1
582500,6
582500,10
582500,2
582660,1
582660,6
582660,7
582660,8
582660,9
582660,3
585090,1
585090,6
585090,5
585090,10
585090,8
585090,9
585090,3
585420,1
585420,6
585420,10
585420,4
585420,9
585450,1
585450,8
585690,1
585690,6
585690,5
585690,10
586030,1
586030,10
586030,3
586030,2
586030,12
588430,8
588430,9
588430,2
589530,6
589860,6
589860,5
589860,10
590830,1
590830,5
590830,9
590830,11
590830,3
590830,2
592060,6
592060,5
592060,10
592060,8
592060,9
592060,3
593600,1
593600,6
593600,5
593600,7
593600,8
593600,3
593960,6
594000,6
594000,5
594000,10
594000,8
594000,3
594030,1
594030,6
594030,10
594650,1
595130,5
595130,9
595140,1
595140,10
595740,1
595930,5
595930,10
595930,3
597040,10
597040,4
597180,9
597180,3
597230,1
597230,10
597230,8
597700,1
597700,6
597700,10
597760,6
597760,10
597810,6
597810,5
597810,10
597810,8
597810,3
598730,1
598730,6
598730,10
598980,6
598980,5
598980,10
598980,9
598980,12
598990,9
598990,3
599000,9
599000,3
599140,6
599140,10
599140,8
599140,9
600510,1
600510,6
600510,10
600510,8
601050,1
602320,6
602320,5
602320,10
602320,9
602320,3
602790,1
602790,6
602790,5
602790,10
602790,8
602920,10
602920,12
602960,1
602960,10
602960,9
602960,3
604040,10
604040,3
604170,6
604170,5
604170,9
604240,1
604240,10
604780,6
604780,5
604780,10
604780,9
604780,3
605740,1
605740,10
605740,7
605740,8
605740,9
605980,1
605980,5
605980,10
606510,6
606510,5
606520,6
606520,5
606730,1
606870,1
606870,8
606870,12
606960,1
606960,6
606960,10
606960,9
607020,6
607020,5
607020,10
607020,8
607020,3
607030,6
607030,5
607030,10
607030,8
607030,3
607040,6
607040,5
607040,10
607040,8
607040,3
607050,10
607050,3
609110,1
609110,10
609320,1
609320,6
609320,10
609920,1
609920,10
609920,4
610190,1
610570,1
610570,6
610570,10
612300,3
612370,1
612370,5
612370,10
612370,4
612520,3
612540,3
613100,10
613100,9
613120,3
614950,1
614950,10
615010,1
615010,6
615010,5
615010,10
615010,8
615610,1
615610,5
615610,10
615680,6
615680,5
615680,10
615680,8
615680,3
615690,6
615690,10
615690,8
615700,6
615700,10
615700,8
615700,9
615700,3
616040,6
616040,5
616040,10
617590,1
617590,6
617590,10
618140,5
618140,10
618140,4
618330,1
618330,6
618330,10
618330,8
618370,5
618750,6
618750,10
618750,8
618750,9
618750,3
618760,6
618760,5
618760,10
618760,8
618760,3
619150,10
619150,9
619500,6
619500,10
619500,12
619820,1
619820,10
619820,8
620640,3
622220,1
622370,1
622370,10
622510,5
622510,10
622510,3
622630,1
622630,6
622630,5
622630,10
622650,1
622650,6
622650,10
622650,3
622770,1
622770,6
622770,10
624690,10
624690,3
625960,6
625960,10
625960,8
625960,3
625960,12
626250,1
626250,6
626250,10
626250,8
626250,9
626250,12
627350,6
627350,5
627690,1
627690,6
627690,10
627690,3
627690,2
628020,3
628030,3
628040,3
628050,3
628060,3
628070,3
628080,3
628090,3
628110,3
628120,3
628130,3
628140,3
628150,8
628160,3
628170,8
628180,9
628750,6
628750,5
628750,10
628750,9
628750,3
628800,1
628800,10
628890,9
629220,6
629220,10
629220,9
629760,1
629760,10
632350,8
633080,1
633080,6
633080,10
633080,8
633080,12
633230,1
633460,1
633460,10
633460,7
633460,9
633460,3
634150,1
634150,3
635200,6
635200,10
635200,3
635260,7
635260,4
635260,9
635260,11
635700,1
635700,6
635700,10
635700,8
635850,6
635850,10
636070,1
636070,6
636070,10
636570,8
636720,6
636720,10
636790,1
636790,5
636790,10
636790,4
636790,9
636790,11
638130,1
638130,10
638230,6
638230,10
638740,10
638740,8
640160,1
640160,6
640160,8
640290,1
640290,5
640290,10
640700,1
640700,6
640700,10
640890,1
640890,10
641910,1
641910,5
641910,10
641910,4
641910,9
642560,5
642560,10
642560,3
643370,10
643370,9
643370,11
643370,3
643370,12
644860,10
644860,8
644870,6
644870,5
644870,10
644870,8
644870,9
644870,3
645320,1
645320,6
645630,4
645630,9
645820,10
648120,5
648120,10
648120,2
648350,9
648350,3
648750,6
648750,5
648750,10
648750,3
649810,6
649810,5
649810,4
649810,9
649950,1
649950,6
649950,8
649970,1
649970,6
649970,10
649970,8
650330,6
650330,10
651490,6
651490,5
651490,10
651500,1
651500,6
651500,5
651500,10
652360,1
652360,5
652360,10
652410,1
652410,6
652410,10
652410,8
652410,9
652410,3
653100,1
653100,5
653100,10
654100,10
654550,6
654660,10
655740,1
655740,10
655760,1
656510,9
656540,10
656570,6
656570,10
656590,5
656590,10
656590,3
656630,1
656630,6
656630,10
656800,1
656800,6
656800,10
656800,7
656800,8
656800,2
657240,10
657240,4
657240,9
657500,3
658260,8
658480,1
658480,6
658480,5
658480,10
658480,7
658480,8
658480,9
658480,3
658480,2
658530,6
658530,5
658550,5
658550,10
658850,10
658850,9
658850,3
659220,6
659220,5
659220,10
659220,9
659220,12
659300,6
659300,5
659300,10
659300,2
659300,12
660890,1
660890,6
660890,10
660890,12
661230,5
661230,10
661230,9
661680,6
661680,10
662000,10
662000,9
662000,3
662000,2
662200,5
662200,10
662200,3
663690,1
663690,10
663950,6
663950,10
663950,7
663950,8
663950,2
663950,12
665310,3
665440,3
665590,5
665590,10
665590,11
665960,10
665960,9
666140,6
666140,5
666140,10
666140,8
666140,9
666150,10
666150,9
666150,3
666150,12
666240,6
666240,10
666960,1
666960,6
666960,5
666960,10
666960,9
667300,6
667300,5
667300,10
667300,9
667300,3
667610,6
667610,10
667610,9
667610,3
667970,1
667970,10
667970,9
668630,6
668630,5
668630,10
669330,1
669330,10
669330,7
669330,9
669330,3
670850,6
670850,5
670850,10
671390,5
671390,10
671470,1
671470,10
671860,1
671860,7
671860,12
671970,10
671970,9
671970,3
671970,12
672680,7
672680,9
672680,3
672680,2
672710,9
672710,3
672730,5
672730,10
672730,2
672890,1
